JFL10,162
dlGA10,102
HMA17,144
dlSC10,96
CMD10,150
SVT09,297
MCT97,210
MFL97,162
MCT17,180
HFL97,180
CMA97,210
RVA97,210
MCT09,195
CT22,141
MA22,105
WVT97,210
dlFL10,96
CMD97B,90
HMA09,276
